sID,sentence,is_stressor,is_stressor_conf,is_covid,is_covid_conf,original_label,top_label,second_label,avg_severity,median_severity,SD_severity,Votes,Financial Problem,Other,Everyday Decision Making,Emotional Turmoil,School,Family Issues,Social Relationships,Work,"Health, Fatigue, or Physical Pain",Source,is_seed
5537,"not to sound rude, sometimes i get sick of my friends cause a lot of the time i dont feel like i fit in with them.",1,100.00%,0,100.00%,Social Relationships,Social Relationships,Emotional Turmoil,3.8,3,1.83,6,0,0,0,0.1,0,0,0.9,0,0,Inquire,0
5538,i felt so bad for sara on wednesday because she was so upset because her mom can be really harsh.,1,60.00%,0,100.00%,Social Relationships,Other,Social Relationships,1,1,0.89,7,0,0.4,0,0.1,0,0.1,0.4,0,0,Inquire,0
5539,Please tell me why the hell I have so much trouble making new friends.,1,100.00%,0,100.00%,Social Relationships,Social Relationships, ,3.6,4,1.62,5,0,0,0,0,0,0,1,0,0,Inquire,0
5540,"I think the hardest thing is turning down friends and family when they invite me to do something that I want to do, but just don't have time for.",1,80.00%,0,100.00%,Social Relationships,Family Issues,Social Relationships,3.4,5,2.42,7,0,0.2,0,0,0,0.4,0.4,0,0,Inquire,0
5541,O man big mistake telling emily what was wrong because now she doesnt like my best friend.,1,100.00%,0,100.00%,Social Relationships,Social Relationships,Emotional Turmoil,5,5,2.45,8,0,0,0,0.2,0,0,0.7,0,0.1,Inquire,0
5542,I dont know I am just getting annoyed by my roommates.,1,100.00%,0,100.00%,Social Relationships,Social Relationships,School,3.6,3,2.42,5,0,0,0,0,0.2,0,0.8,0,0,Inquire,0
5543,i've been so moody and negative about life lately..its really starting to depress me.,1,60.00%,0,100.00%,Social Relationships,Emotional Turmoil,Other,2.8,3,2.48,8,0,0.2,0,0.7,0,0,0.1,0,0,Inquire,0
5544,i dread going out of the way to socialize with pple i just don't feel comfortable around.,1,100.00%,0,100.00%,Social Relationships,Social Relationships,"Health, Fatigue, or Physical Pain",5.6,5,2.42,7,0,0,0,0.1,0,0,0.8,0,0.1,Inquire,0
5545,I am stressed the fuck out over Christmas.,1,100.00%,0,100.00%,Social Relationships,Other,Family Issues,5.2,5,1.17,5,0,0.4,0.2,0.2,0,0.2,0,0,0,Inquire,0
5546,Work has gotten bad and just life is raping me.,1,100.00%,0,100.00%,Social Relationships,Work,"Health, Fatigue, or Physical Pain",6,5,2.28,7,0,0,0.1,0,0,0,0,0.8,0.1,Inquire,0
5547,Something bad happened with my family and it stressed me out and made me sad.,1,100.00%,0,100.00%,Social Relationships,Family Issues,Emotional Turmoil,5.2,5,1.17,6,0,0,0,0.1,0,0.9,0,0,0,Inquire,0
5548,"friends are not the same for that matter, its relations of the heart that takes a toll on me.",1,100.00%,0,100.00%,Social Relationships,Social Relationships,Emotional Turmoil,3,3,1.41,8,0,0,0,0.3,0,0,0.7,0,0,Inquire,0
5549,The problem is that Brenda and her roommate are not talking so more drama!,1,80.00%,0,100.00%,Social Relationships,Social Relationships,Other,2.2,2,1.72,6,0,0.2,0,0.1,0,0,0.7,0,0,Inquire,0
5550,They're apparently veyr busy during the holidays.,1,100.00%,0,100.00%,Social Relationships,Other,Social Relationships,1.8,2,0.75,5,0,0.8,0,0,0,0,0.2,0,0,Inquire,0
5551,I haven't spoken to my boyfriend in weeks and now he won't respond to me.,1,100.00%,0,100.00%,Social Relationships,Social Relationships,Emotional Turmoil,5.8,6,1.17,7,0,0.1,0,0.2,0,0,0.7,0,0,Inquire,0
5552,Sometimes my husband GRATES on my nerves.,1,100.00%,0,100.00%,Social Relationships,Family Issues,Social Relationships,2.8,2,1.83,6,0,0,0,0,0,0.7,0.3,0,0,Inquire,0
5553,I'm tired of putting my heart and my feelings on the line and then get hurt all over again.,1,100.00%,0,100.00%,Social Relationships,Emotional Turmoil,Social Relationships,5,5,1.41,6,0,0.2,0,0.5,0,0,0.3,0,0,Inquire,0
5554,"Mr. Man's cousin tried to reschedule it for Sunday, but then grandma's roommate died and she got all upset, so that got cancelled too.",1,100.00%,0,100.00%,Social Relationships,Family Issues,Other,4,3,2.19,6,0,0.2,0.1,0,0,0.6,0.1,0,0,Inquire,0
5555,"My performance at work isn't so great these days, although I don't know if my boss notices.",1,80.00%,0,100.00%,Social Relationships,Work,Other,2.6,3,1.36,6,0,0.1,0,0,0,0,0,0.9,0,Inquire,0
5556,to top that off my mom isn't going to be with us for her birthday again this year. Because of her fiance and I'm getting pissed.,1,80.00%,0,100.00%,Social Relationships,Family Issues,Other,2.6,3,1.5,6,0,0.2,0,0,0,0.7,0.1,0,0,Inquire,0
5557,It's just frustrating and hurtful when you feel this way around close friends.,1,100.00%,0,100.00%,Social Relationships,Social Relationships,Emotional Turmoil,4.2,4,0.75,8,0,0,0,0.3,0,0,0.7,0,0,Inquire,0
5558,I'm depressed and now my friends are complaining because of it.,1,80.00%,0,100.00%,Social Relationships,Emotional Turmoil,Social Relationships,4.6,6,2.5,9,0,0.1,0,0.5,0,0,0.3,0,0.1,Inquire,0
5559,due to peer pressure and anxiety of not being accepted by the people i call friends.,1,100.00%,0,100.00%,Social Relationships,Social Relationships,School,5.2,5,1.83,7,0,0,0,0.1,0.3,0,0.6,0,0,Inquire,0
5560,It is soooo not like me to spend time with my boyfriend.,0,80.00%,0,100.00%,Social Relationships,Other,Social Relationships,1.2,0,2.4,5,0,0.8,0,0,0,0,0.2,0,0,Inquire,0
5561,I just have horrible relationships with people lately.,1,100.00%,0,100.00%,Social Relationships,Social Relationships,Emotional Turmoil,6.4,6,1.85,6,0,0,0,0.1,0,0,0.9,0,0,Inquire,0
5562,"She was a little upset because she knows how some people get when they get boyfriends, and she was scared of losing our friendship.",1,100.00%,0,100.00%,Social Relationships,Social Relationships,Emotional Turmoil,3.8,4,0.98,6,0,0,0,0.1,0,0,0.9,0,0,Inquire,0
5563,my problem now is that I can't find the balance of staying close with him as well as staying close with friends.,1,100.00%,0,100.00%,Social Relationships,Social Relationships,Emotional Turmoil,3.4,3,1.36,7,0,0,0,0.1,0,0.1,0.8,0,0,Inquire,0
5564,my mom made me feel really bad about myself.,1,100.00%,0,100.00%,Social Relationships,Family Issues,Emotional Turmoil,4.8,5,1.17,7,0,0,0,0.2,0,0.8,0,0,0,Inquire,0
5565,"pests get really fkking angry when you try to blow them off, and that can be really awk when you have guests. as in, omg",1,100.00%,0,100.00%,Social Relationships,Social Relationships,Other,3.8,3,0.98,6,0,0.1,0,0,0,0,0.9,0,0,Inquire,0
5566,"My daddy didn't love us and left, so she had to work.",1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Financial Problem,6.4,7,1.2,7,0.1,0,0,0.1,0,0.8,0,0,0,Inquire,0
5567,I have been kinda spaced out for the past week.,1,60.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,1.8,1,1.94,6,0,0.4,0.3,0.3,0,0,0,0,0,Inquire,0
5568,his mom has issues her 2nd oldest has anger issues and my bfs mom was suicidal 2 months b4 I gave birth.,1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Social Relationships,7,7,1.41,8,0,0,0,0,0,0.7,0.3,0,0,Inquire,0
5569,all these bombings that are going on are realy starting to freak me out and fuck with my head.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,5.6,5,1.36,5,0,0.4,0.4,0.2,0,0,0,0,0,Inquire,0
5570,Maybe it's because I'm calling your vet to discuss your dog's wart and how you terribly afraid it might be cancerous.,1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Other,5.6,5,1.85,8,0,0.3,0,0.2,0,0.4,0.1,0,0,Inquire,0
5571,"Right now, I have a lot of stress looming over me.",1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,4.6,4,1.62,5,0,0.6,0.2,0.2,0,0,0,0,0,Inquire,0
5572,ill give him a call shit and i have to call for the appointments..,0,60.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,0.6,0,0.8,5,0,0.6,0.2,0,0,0,0.2,0,0,Inquire,0
5573,The big problem I'm having is that there is some kind of conflict going on inside me.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,4.8,5,2.71,6,0,0.2,0.2,0.5,0,0,0,0,0.1,Inquire,0
5574,I feel really lonely and depressed.,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",4.6,5,2.58,7,0,0.2,0,0.6,0,0,0,0,0.2,Inquire,0
5575,"All because he yelled at me, he was blaming me, it hurts, it really does.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Family Issues,3.6,4,1.36,8,0,0,0,0,0,0.2,0.7,0,0.1,Inquire,0
5576,"So yeah Im sad and whatnot, Ill miss the seniors SOOOOOO much but I cant take it anymore.",1,100.00%,0,100.00%,Emotional Turmoil,School,Social Relationships,4.4,5,1.62,7,0,0,0,0.1,0.7,0,0.2,0,0,Inquire,0
5577,"See, I feel pretty bad for my dad being kicked out of his house with all of his things still being here.",1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Emotional Turmoil,6,5,1.67,8,0,0,0,0.3,0,0.7,0,0,0,Inquire,0
5578,sorry bout all that but i really needed to vent some stuff.,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,3.6,5,1.96,7,0,0.3,0,0.6,0,0,0.1,0,0,Inquire,0
5579,I needed to relax very badly.,1,80.00%,0,100.00%,Emotional Turmoil,Other,"Health, Fatigue, or Physical Pain",4.8,6,3.49,6,0,0.4,0,0.1,0,0.2,0,0,0.3,Inquire,0
5580,I assume it from stress and tiredness.,1,80.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,3.8,3,3.31,7,0,0.3,0.2,0.3,0,0,0,0.1,0.1,Inquire,0
5581,her husband and son are in jail too.,1,100.00%,0,100.00%,Emotional Turmoil,Family Issues, ,7.8,8,1.17,5,0,0,0,0,0,1,0,0,0,Inquire,0
5582,When I get depressed like this I worry.. I worry that I'll do or say something wrong or not do something and push her away.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,5.6,7,2.5,7,0,0,0,0.6,0,0,0.4,0,0,Inquire,0
5583,"Sadly, one of the kittens died the second night I had them",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,4.8,4,1.94,5,0,0.4,0.2,0.4,0,0,0,0,0,Inquire,0
5584,"its moments like this, im depressed and lonely.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",5.6,6,1.5,6,0,0,0,0.7,0,0,0,0,0.3,Inquire,0
5585,i'm sorry jr is in jail.,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Other,3.4,3,2.58,6,0,0.4,0,0.1,0,0,0.5,0,0,Inquire,0
5586,I'm tired of the stress.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,4.6,4,1.85,5,0,0.8,0.2,0,0,0,0,0,0,Inquire,0
5587,oh and lets not forget the people who are just oh so stressed out that they 'NEED a cigarrett.',1,60.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,2,1,2.61,6,0,0.6,0.3,0,0,0,0,0,0.1,Inquire,0
5588,"I, then, blame it on the cat when I want my parents to see and get me some help.",1,80.00%,0,100.00%,Emotional Turmoil,Family Issues,Other,2.8,2,2.32,7,0,0.2,0,0.1,0,0.6,0.1,0,0,Inquire,0
5589,"i am so unbelievably fucking pissed right now! the more i think about it, the more upset and pissed i get.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,6,7,1.67,7,0,0.1,0,0.7,0,0,0.1,0.1,0,Inquire,0
5590,Mado's father died at 12pm today and she was so upset.,1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Emotional Turmoil,6.4,7,2.58,8,0,0,0,0.2,0,0.7,0.1,0,0,Inquire,0
5591,"then the vet came and basically said my horse is dying so that was a blow not to mention its been one year since my old dog, Koko died.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,5.4,6,2.42,5,0,0.2,0,0.8,0,0,0,0,0,Inquire,0
5592,Recently I've been realizing that I miss a lot of people more than I thought I would.,1,80.00%,0,100.00%,Emotional Turmoil,Social Relationships,Other,2.6,2,2.06,7,0,0.2,0,0.2,0,0,0.6,0,0,Inquire,0
5593,football game days are so freaky.,0,60.00%,0,100.00%,Emotional Turmoil,Other, ,0.4,0,0.49,5,0,1,0,0,0,0,0,0,0,Inquire,0
5594,Both President Bush and other top administration officials have spoken in menacing terms about Iran in recent days.,1,60.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,2,3,1.67,6,0,0.9,0,0.1,0,0,0,0,0,Inquire,0
5595,"Wtf, I am so overly emotional.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil, ,4.2,4,2.48,5,0,0,0,1,0,0,0,0,0,Inquire,0
5596,"I have a HUGE Whelmed conflict, but I am trying to work it out.",1,100.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,2.6,3,1.02,5,0,0.4,0,0.2,0,0,0.2,0.2,0,Inquire,0
5597,im super stressed about everything and my life just doesnt make sense.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,6.6,7,1.85,8,0,0.2,0.3,0.5,0,0,0,0,0,Inquire,0
5598,i'm so upset and overwhelmed right now.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,5.2,5,2.4,6,0,0.1,0,0.9,0,0,0,0,0,Inquire,0
5599,I'm kinda distraught and no one is here to talk to.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,3.8,5,1.94,6,0,0,0,0.9,0,0,0.1,0,0,Inquire,0
5600,it happens sorry change is very stressful for me.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,4.2,3,1.94,6,0,0.3,0,0.7,0,0,0,0,0,Inquire,0
5601,"I feel so bad for her though because Jennifer has major post pardom depression and also, 2 weeks after the baby was born, Jennifers dad was killed.",1,100.00%,0,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Social Relationships,6.6,6,1.74,8,0,0,0,0.1,0,0.3,0.3,0,0.3,Inquire,0
5602,"I have this, well, this thing where I worry inordinately about my cat.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Family Issues,3,2,1.79,8,0,0.2,0,0.4,0,0.3,0.1,0,0,Inquire,0
5603,"Last night, Gerry and I had a dispute, I think it was overreacted but I still feel bad for hurting his feelings.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Family Issues,4.4,4,1.85,6,0,0,0,0.1,0,0.2,0.7,0,0,Inquire,0
5604,In what ways do you relax and destress whn you are really tense?,0,80.00%,0,100.00%,Emotional Turmoil,Other,"Health, Fatigue, or Physical Pain",1.2,0,2.4,6,0,0.8,0,0.1,0,0,0,0,0.1,Inquire,0
5605,Washington has been under heightened security because of the continuing threat of terrorism.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,5,4,2.97,5,0,0.8,0.2,0,0,0,0,0,0,Inquire,0
5606,"It really sucks and I feel bad for her, and I just want things to get better for her.",1,80.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,3.8,5,2.14,6,0,0.2,0,0.3,0,0,0.5,0,0,Inquire,0
5607,"That is to say, my real life one cat was two dream cats and they both died at the same time and I had to bury them.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,5.2,5,1.17,7,0,0.1,0.3,0.4,0,0.2,0,0,0,Inquire,0
5608,"I want so so badly to make them feel better, but we all know it's tough to cheer someone up when they've set their mind on being depressed.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,3.6,3,1.2,7,0,0,0,0.2,0,0,0.8,0,0,Inquire,0
5609,not being able to express myself makes me sad.,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,3.4,3,2.06,6,0,0.1,0,0.7,0,0,0.2,0,0,Inquire,0
5610,"I get all depressed, because I am in so much pain and I have to go through this whole ordeal with out having my Mom to comfort me.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",6.8,8,2.99,8,0,0,0,0.4,0,0.2,0.1,0,0.3,Inquire,0
5611,"I'm under a lot of stress, and I don't think I can take all this on like I am.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,5.4,6,1.85,6,0,0.2,0,0.7,0,0,0,0.1,0,Inquire,0
5612,Saddest Memory? seeing my grandmother crying when my great grandma passed away Most Embarassing Memory?,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Family Issues,3,4,1.55,7,0,0.2,0,0.4,0,0.3,0.1,0,0,Inquire,0
5613,"Even if I know that I'm not going to die, I still freak out, and I can't calm myself down.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",6.6,6,2.15,8,0,0.1,0,0.7,0,0,0,0,0.2,Inquire,0
5614,I'm worried about my dog cos I found a tumor on her.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Family Issues,6.8,7,1.17,9,0.1,0.2,0,0.3,0,0.3,0,0,0.1,Inquire,0
5615,i have so many emotional issues.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,6.4,6,1.36,6,0.1,0,0,0.8,0,0,0.1,0,0,Inquire,0
5616,BECAUSE I'M GOING INSANE WITH SO MUCH ON MY MIND PISSING ME OFF!,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,5.2,6,2.04,7,0,0.1,0.2,0.7,0,0,0,0,0,Inquire,0
5617,The outcome of this football game gets to be called shocking by the news?,0,100.00%,0,100.00%,Emotional Turmoil,Other, ,0,0,0,5,0,1,0,0,0,0,0,0,0,Inquire,0
5618,its all so hard. to try to make myself feel better,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil, ,3.2,4,1.83,5,0,0,0,1,0,0,0,0,0,Inquire,0
5619,Emotional confusion and mental chaos.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",6.4,6,1.02,7,0,0,0,0.8,0,0,0,0,0.2,Inquire,0
5620,This stuff stress's me out so much and makes me wonder why this is happening.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,4.4,4,2.42,5,0,0.2,0.4,0.4,0,0,0,0,0,Inquire,0
5621,I ahte being lonely and depressed.,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,3.8,4,2.23,6,0,0.2,0.2,0.5,0,0,0.1,0,0,Inquire,0
5622,"According to the Bush Administration, Iraq War veterans must be watched closely because they're a potential terrorist threat to military bases inside the US.",1,100.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,4.8,3,2.23,5,0,0.6,0,0.2,0,0,0.2,0,0,Inquire,0
5623,"Anxiety and a restless antagonism, as a result of unfulfilled emotional needs, has resulted in considerable stress.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,5.6,6,1.02,7,0,0.2,0,0.6,0,0,0,0,0.2,Inquire,0
5624,"So that stressed me out hardcore, and I went outside to smoke a cigarette, and this man comes up and starts lecturing me about my smoking.",1,100.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,4.2,4,1.72,6,0,0.5,0.2,0,0,0,0.3,0,0,Inquire,0
5625,Stressing over it's horrible trauma.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,6.4,6,1.36,5,0,0.6,0,0.4,0,0,0,0,0,Inquire,0
5626,"that still hurts when i think about it but im trying as hard as possible not to dwell, i want to mend things because we need each other right now.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,5.2,5,0.4,7,0,0.2,0,0.4,0,0,0.4,0,0,Inquire,0
5627,It's even more difficult when I feel trapped because I don't know where to go with my career.,1,100.00%,0,100.00%,Emotional Turmoil,Work,Other,5,5,1.67,7,0,0.2,0.1,0.1,0,0,0,0.6,0,Inquire,0
5628,"Jenna fell in love, and had her heart broken, so we're all trying to deal with that.",1,80.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,2.8,2,2.48,7,0,0.2,0,0.3,0,0.1,0.4,0,0,Inquire,0
5629,"I'm afraid that I might lose my patience with them and hurt them, traumatized them as I myself have been traumatized.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,6.8,7,2.48,7,0,0.2,0,0.4,0,0,0.3,0,0.1,Inquire,0
5630,"if I'm this upset over a cat, what am I going to do when someone I love dies? Fuck.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,6,6,2.28,7,0,0,0,0.7,0,0.1,0.2,0,0,Inquire,0
5631,My entries have been a bit sparse this past week.,1,60.00%,0,100.00%,Emotional Turmoil,Other,Financial Problem,3.2,3,2.93,5,0.4,0.6,0,0,0,0,0,0,0,Inquire,0
5632,"like today, it makes me extremly stressed.",1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,5.6,7,2.73,7,0,0.5,0.4,0.1,0,0,0,0,0,Inquire,0
5633,"I've been having serious problems with depression latly, I'm just so lonely.",1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,4.6,6,3.5,6,0,0.1,0,0.6,0,0,0.3,0,0,Inquire,0
5634,We made a terrible mistake.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,6.8,6,1.72,6,0,0.5,0.5,0,0,0,0,0,0,Inquire,0
5635,I'm scared of you falling apart and not being able to be there for you.,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,4.2,4,1.83,7,0,0,0,0.2,0,0,0.8,0,0,Inquire,0
5636,what happened to Michael today makes me angrier than I've been in a long time.,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,5.2,5,1.47,7,0,0,0,0.2,0,0,0.6,0.2,0,Inquire,0
5637,i know my dad is depressed because of the divorce and his job and the rest of his siblings aren't all that mentally stable either.,1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Emotional Turmoil,6.6,6,1.36,5,0,0,0,0.2,0,0.8,0,0,0,Inquire,0
5638,"To Grave dismay, my little fury dog Scout has become incredibly ill.",1,100.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,6.6,8,3.07,5,0,0.6,0,0,0,0.2,0.2,0,0,Inquire,0
5639,Stress has made me irrational.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,3.2,2,2.93,5,0,0.2,0.2,0.4,0,0,0,0,0.2,Inquire,0
5640,I'm tired of putting myself through this mental strain.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",3.2,2,2.48,6,0,0,0,0.7,0,0,0,0,0.3,Inquire,0
5641,"right now being honest with myself and how im feeling is hard,and it hurts.im not sure how to deal when i cant wear all my emotions on my sleeve.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil, ,5,6,2.19,5,0,0,0,1,0,0,0,0,0,Inquire,0
5642,"jared and i have been having this huge fight, and its been draining me terribly.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,6.8,7,0.98,7,0,0,0,0.2,0,0,0.8,0,0,Inquire,0
5643,"It is all my fault, I always have to start shit because of my fucking issues.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,4.4,5,0.8,5,0,0.2,0,0.4,0,0,0.4,0,0,Inquire,0
5644,"I'm having anxiety issues I think, I'm stressed out even though I don't think I'm trying that hard.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",4.2,4,0.75,5,0,0,0,0.6,0,0,0,0,0.4,Inquire,0
5645,"Growing up I had to watch my mother cry, beset by two problematic children and horrifying employment situations.",1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Work,6.4,7,0.8,9,0,0,0,0.1,0,0.5,0.1,0.2,0.1,Inquire,0
5646,Little do they know that even you sometimes have inner turmoil and struggles!,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,4.6,5,3.26,5,0,0.4,0,0.6,0,0,0,0,0,Inquire,0
5647,"I have a ton of stress and I cant handle it, or anymore, right now.",1,100.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,6.4,5,2.65,7,0,0.5,0.2,0.2,0,0,0,0,0.1,Inquire,0
5648,"It was all about intense breakups, and emotional disconnection from your partner in marriage.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Family Issues,6,7,2.61,8,0,0,0,0.2,0,0.4,0.4,0,0,Inquire,0
5649,I can't stand Travis' dad because he's constantly yelling at me and criticizing me or just belittling me in some way.,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,4.6,5,1.62,6,0,0,0,0.1,0,0,0.9,0,0,Inquire,0
5650,"Latly i've just been feeling sick, and like sad and all that good stuff.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",4,4,1.67,10,0,0,0,0.5,0,0,0,0,0.5,Inquire,0
5651,"You are feeling stressed, vulnerable and helpless.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil, ,4.6,5,1.85,5,0,0,0,1,0,0,0,0,0,Inquire,0
5652,I want to go to the doctor and get a blood test because I'm still so tired all the time that I keep getting worried I might have mono.,1,100.00%,0,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain", ,5.4,5,1.36,5,0,0,0,0,0,0,0,0,1,Inquire,0
5653,Israel has expressed anxiety over Iran's stance.,1,80.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,4.2,5,2.23,6,0,0.9,0,0,0,0,0.1,0,0,Inquire,0
5654,i feel like im being put in tough positions in a lot of ways and i just dont know how to handle it.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,4.6,4,1.36,8,0,0,0.2,0.5,0,0.1,0.1,0.1,0,Inquire,0
5655,"Usually I wouldn't publicly post something like this, but I let my frustration get out of hand today and I said some things that I now regret.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,3.2,3,0.98,6,0,0.4,0.1,0.5,0,0,0,0,0,Inquire,0
5656,Lots of things causing stress.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,4.2,4,1.72,6,0,0.6,0.2,0.1,0,0,0,0,0.1,Inquire,0
5657,See what happens when I get stressed out.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,2.8,2,1.94,5,0,0.4,0,0.6,0,0,0,0,0,Inquire,0
5658,"He's feeling depressed I guess, but its kind of scaring me.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,4.8,4,1.94,5,0,0,0,0.2,0,0,0.8,0,0,Inquire,0
5659,I dont think Im goin to be able to handle this whole week.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Work,5.4,5,1.85,7,0,0.4,0.2,0.2,0,0,0,0.2,0,Inquire,0
5660,"as you passed out fast on my shoulder, I imagined a child waiting so sad and still for his mom to arrive.",1,80.00%,0,100.00%,Emotional Turmoil,Everyday Decision Making,Financial Problem,4.4,5,3.14,7,0.2,0.1,0.2,0.2,0,0.1,0.1,0,0.1,Inquire,0
5661,What happened To all the tear and screams I alreay went through Theres always More just waiting To crush me I'm feeling This idea Breaking,1,60.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,4.8,5,4.26,7,0,0.4,0.1,0.5,0,0,0,0,0,Inquire,0
